"";"nummer";"lp";"date_bt_ini";"date_bt_out";"phase_total";"zustimmg";"leadingcom";"completed";"election";"potLoss_same90";"potGain_same90"
"741";1322;10;"1986-03-21";"1986-06-19";90;0;9;1;0;0;0
"742";1324;10;"1986-11-10";"1986-12-04";24;1;3;1;1;0;0
"743";1325;10;"1986-05-21";"1986-06-26";36;1;3;1;0;0;0
"744";1326;10;"1986-05-22";"1986-11-13";175;1;3;1;0;0;0
"745";1332;10;"1986-09-10";"1986-11-13";64;0;3;1;0;0;0
"746";1333;10;"1986-09-05";"1986-10-23";48;1;1;1;0;0;0
"747";1334;10;"1986-08-28";"1986-11-13";77;1;7;1;0;0;0
"748";1338;10;"1986-05-13";"1986-06-06";24;1;7;1;0;0;0
"749";1341;10;"1986-06-09";"1986-11-14";158;1;2;1;0;0;0
"750";1342;10;"1986-08-27";"1986-11-14";79;1;2;1;0;0;0
"751";1348;10;"1986-09-01";"1986-12-04";94;1;14;1;0;0;0
"752";1349;10;"1986-07-17";"1986-11-06";112;0;9;1;0;0;0
"753";1356;10;"1986-07-17";"1986-12-04";140;0;14;1;0;0;0
"754";1357;10;"1986-07-17";"1986-12-04";140;0;14;1;0;0;0
"755";1372;10;"1986-09-30";"1986-12-10";71;0;3;1;0;0;0
"756";1373;10;"1986-10-02";"1986-12-04";63;0;3;1;0;0;0
"757";1374;10;"1986-08-15";"1986-11-28";105;0;9;1;0;0;0
"758";1375;10;"1986-09-08";"1986-11-14";67;1;2;1;0;0;0
"759";1379;10;"1986-09-23";"1986-10-16";23;0;2;1;0;0;0
"760";1382;10;"1986-10-20";"1986-11-14";25;0;2;1;0;0;0
"761";1383;10;"1986-09-29";"1986-12-11";73;1;21;1;0;0;0
"762";1391;10;"1986-11-10";"1986-12-04";24;NA;2;0;1;0;0
"763";1393;10;"1986-11-10";"1986-12-10";30;1;9;1;1;0;0
"764";1395;10;"1986-10-21";"1986-12-04";44;1;2;1;0;0;0
"765";1398;10;"1986-10-31";"1986-12-05";35;1;16;1;1;0;0
"766";1401;10;"1986-12-01";"1986-12-10";9;0;3;1;1;0;0
"767";1407;10;"1986-04-17";"1986-12-05";232;1;1;1;0;0;0
"768";1410;10;"1983-09-02";"1983-12-09";98;1;9;1;0;0;0
"769";1419;11;"1987-02-27";"1987-06-25";118;1;3;1;0;0;0
"770";1420;11;"1987-10-21";"1988-01-14";85;1;3;1;0;0;0
"771";1425;11;"1987-04-29";"1987-06-25";57;1;2;1;0;0;0
"772";1426;11;"1987-04-29";"1987-06-05";37;0;2;1;0;0;0
"773";1432;11;"1987-04-07";"1987-06-05";59;0;2;1;0;0;0
"774";1442;11;"1987-05-15";"1987-06-26";42;1;9;1;0;0;0
"775";1443;11;"1987-05-25";"1988-12-01";556;0;16;1;0;0;0
"776";1444;11;"1987-05-15";"1987-06-25";41;1;14;1;0;0;0
"777";1445;11;"1987-05-15";"1987-06-25";41;0;2;1;0;0;0
"778";1446;11;"1987-05-15";"1987-06-25";41;1;3;1;0;0;0
"779";1449;11;"1987-07-08";"1987-11-05";120;0;25;1;0;0;0
"780";1450;11;"1987-06-19";"1987-11-05";139;0;3;1;0;0;0
"781";1451;11;"1987-06-19";"1987-12-03";167;1;14;1;0;0;0
"782";1452;11;"1987-06-15";"1987-12-09";177;1;3;1;0;0;0
"783";1453;11;"1987-06-15";"1987-12-09";177;1;3;1;0;0;0
"784";1454;11;"1987-05-25";"1988-03-10";290;0;16;1;0;0;0
"785";1455;11;"1987-05-25";"1988-02-25";276;1;16;1;0;0;0
"786";1456;11;"1987-05-25";"1987-11-12";171;1;3;1;0;0;0
"787";1457;11;"1987-05-25";"1988-06-24";396;0;3;1;0;0;0
"788";1458;11;"1987-05-25";"1988-02-25";276;0;3;1;0;0;0
"789";1459;11;"1987-05-25";"1987-10-15";143;1;3;1;0;0;0
"790";1460;11;"1987-05-25";"1987-10-15";143;1;3;1;0;0;0
"791";1461;11;"1987-05-25";"1987-12-03";192;0;3;1;0;0;0
"792";1463;11;"1987-05-25";"1987-12-03";192;0;3;1;0;0;0
"793";1464;11;"1987-05-25";"1987-12-09";198;1;3;1;0;0;0
"794";1465;11;"1987-07-27";"1987-12-03";129;1;14;1;0;0;0
"795";1471;11;"1987-05-06";"1987-06-25";50;0;25;1;0;0;0
"796";1472;11;"1987-06-09";"1987-09-17";100;0;16;1;0;0;0
"797";1473;11;"1987-06-11";"1987-06-26";15;1;3;1;0;0;0
"798";1474;11;"1987-08-06";"1988-01-21";168;0;16;1;0;0;0
"799";1475;11;"1987-07-03";"1987-11-12";132;1;3;1;0;0;0
"800";1477;11;"1987-05-20";"1987-06-25";36;1;1;1;0;0;0
"801";1479;11;"1987-09-15";"1987-12-04";80;1;9;1;0;0;0
"802";1480;11;"1987-07-22";"1987-12-09";140;0;3;1;0;0;0
"803";1485;11;"1987-06-15";"1987-06-25";10;0;7;1;0;0;0
"804";1494;11;"1987-11-06";"1988-06-09";216;0;16;1;0;0;0
"805";1495;11;"1987-10-08";"1987-11-13";36;1;1;1;0;0;0
"806";1496;11;"1987-10-05";"1988-05-05";213;1;3;1;0;0;0
"807";1497;11;"1987-10-06";"1988-05-19";226;1;3;1;0;0;0
"808";1498;11;"1987-10-06";"1988-06-09";247;0;3;1;0;0;0
"809";1499;11;"1987-10-22";"1988-06-16";238;1;2;1;0;0;0
"810";1500;11;"1987-11-24";"1988-06-23";212;1;9;1;0;0;0
"811";1501;11;"1987-10-22";"1987-12-03";42;0;21;1;0;0;0
"812";1502;11;"1987-08-14";"1987-11-27";105;0;9;1;0;0;0
"813";1503;11;"1987-10-06";"1987-11-12";37;NA;2;0;0;0;0
"814";1506;11;"1987-10-21";"1987-12-10";50;0;25;1;0;0;0
"815";1507;11;"1987-09-28";"1987-11-13";46;0;2;1;0;0;0
"816";1508;11;"1987-10-21";"1988-01-14";85;1;3;1;0;0;0
"817";1509;11;"1987-10-21";"1988-01-14";85;1;3;1;0;0;0
"818";1510;11;"1987-10-21";"1987-11-12";22;1;3;1;0;0;0
"819";1514;11;"1987-09-15";"1987-11-12";58;1;2;1;0;0;0
"820";1518;11;"1987-11-24";"1988-05-05";163;1;4;1;0;0;0
"821";1519;11;"1987-11-12";"1988-04-14";154;0;3;1;0;0;0
"822";1522;11;"1987-10-07";"1987-11-05";29;0;16;1;0;0;0
"823";1524;11;"1987-10-14";"1987-11-13";30;0;2;1;0;0;0
"824";1529;11;"1987-12-18";"1988-03-03";76;0;14;1;0;0;0
"825";1530;11;"1987-12-07";"1988-05-19";164;0;3;1;0;0;0
"826";1540;11;"1987-11-04";"1987-12-09";35;0;2;1;0;0;0
"827";1541;11;"1988-02-16";"1988-11-10";268;1;7;1;0;0;0
"828";1542;11;"1988-01-07";"1988-03-10";63;0;3;1;0;0;0
"829";1543;11;"1988-01-07";"1988-03-10";63;0;3;1;0;0;0
"830";1544;11;"1988-01-07";"1988-09-22";259;0;3;1;0;0;0
"831";1545;11;"1988-01-07";"1988-05-05";119;1;3;1;0;0;0
"832";1547;11;"1987-11-11";"1988-06-16";218;0;2;1;0;0;0
"833";1548;11;"1987-11-11";"1987-12-03";22;0;2;1;0;0;0
"834";1555;11;"1987-11-16";"1987-12-09";23;0;14;1;0;0;0
"835";1568;11;"1988-04-20";"1989-06-15";421;0;9;1;0;0;0
"836";1569;11;"1988-03-18";"1988-09-22";188;1;3;1;0;0;0
"837";1570;11;"1988-02-16";"1989-09-14";576;0;3;1;0;0;0
"838";1571;11;"1988-02-16";"1989-10-19";611;0;3;1;0;0;0
"839";1572;11;"1988-03-23";"1988-11-11";233;0;25;1;0;0;0
"840";1573;11;"1988-02-18";"1988-03-10";21;1;2;1;0;0;0
"841";1574;11;"1988-02-16";"1988-04-21";65;0;16;1;0;0;0
"842";1575;11;"1988-02-17";"1988-09-22";218;1;3;1;0;0;0
"843";1576;11;"1988-02-17";"1988-05-19";92;1;3;1;0;0;0
"844";1577;11;"1988-03-18";"1988-06-16";90;1;2;1;0;0;0
"845";1578;11;"1988-05-06";"1989-06-15";405;1;2;1;0;0;0
"846";1580;11;"1988-03-07";"1989-04-27";416;1;2;1;0;0;0
"847";1581;11;"1988-02-26";"1988-06-16";111;1;3;1;0;0;0
"848";1582;11;"1988-02-26";"1988-06-16";111;1;3;1;0;0;0
"849";1583;11;"1988-03-07";"1988-09-29";206;1;3;1;0;0;0
"850";1586;11;"1988-06-24";"1989-12-14";538;0;1;1;0;0;0
"851";1587;11;"1988-03-23";"1988-11-10";232;0;9;1;0;0;0
"852";1588;11;"1988-03-23";"1988-05-19";57;0;2;1;0;0;0
"853";1589;11;"1988-05-06";"1989-06-15";405;1;2;1;0;0;0
"854";1592;11;"1988-03-21";"1988-04-21";31;1;3;1;0;0;0
"855";1600;11;"1988-06-09";"1989-11-15";524;0;16;1;0;0;0
"856";1601;11;"1988-09-01";"1988-12-01";91;1;7;1;0;0;0
"857";1602;11;"1988-05-06";"1988-06-23";48;0;2;1;0;0;0
"858";1603;11;"1988-05-13";"1988-11-10";181;1;14;1;0;0;0
"859";1604;11;"1988-05-06";"1988-09-22";139;0;3;1;0;0;0
"860";1605;11;"1988-05-06";"1988-12-07";215;1;3;1;0;0;0
"861";1606;11;"1988-05-06";"1989-10-05";517;0;3;1;0;0;0
"862";1607;11;"1988-05-06";"1989-02-16";286;1;3;1;0;0;0
"863";1608;11;"1988-05-02";"1988-11-25";207;1;2;1;0;0;0
"864";1611;11;"1988-05-02";"1988-06-23";52;1;9;1;0;0;0
"865";1613;11;"1988-05-27";"1988-12-08";195;1;14;1;0;0;0
"866";1614;11;"1988-05-30";"1989-03-09";283;1;3;1;0;0;0
"867";1615;11;"1988-05-27";"1988-09-29";125;1;14;1;0;0;0
"868";1618;11;"1988-04-19";"1988-06-23";65;NA;9;0;0;0;0
"869";1619;11;"1988-04-19";"1988-06-10";52;NA;7;0;0;0;0
"870";1620;11;"1988-04-20";"1988-12-09";233;0;1;1;0;0;0
"871";1628;11;"1988-05-24";"1988-06-23";30;0;2;1;0;0;0
"872";1629;11;"1988-07-21";"1988-12-01";133;0;14;1;0;0;0
"873";1630;11;"1988-08-03";"1988-11-10";99;1;14;1;0;0;0
"874";1631;11;"1988-06-15";"1988-11-25";163;1;2;1;0;0;0
"875";1632;11;"1988-06-22";"1988-12-01";162;1;3;1;0;0;0
"876";1634;11;"1988-05-03";"1988-11-25";206;NA;2;0;0;0;0
"877";1635;11;"1988-05-05";"1988-06-16";42;0;14;1;0;0;0
"878";1639;11;"1988-09-01";"1989-01-19";140;1;7;1;0;0;0
"879";1640;11;"1988-09-02";"1989-04-20";230;1;1;1;0;0;0
"880";1641;11;"1988-08-22";"1989-06-23";305;1;2;1;0;0;0
"881";1642;11;"1988-08-26";"1989-04-21";238;1;16;1;0;0;0
"882";1643;11;"1988-07-15";"1989-04-20";279;0;3;1;0;0;0
"883";1644;11;"1988-07-15";"1988-11-11";119;0;7;1;0;0;0
"884";1645;11;"1988-07-15";"1988-10-13";90;0;3;1;0;0;0
"885";1655;11;"1988-06-16";"1988-12-01";168;0;2;1;0;0;0
"886";1659;11;"1989-01-26";"1989-11-16";294;1;21;1;0;0;0
"887";1660;11;"1989-01-25";"1989-06-15";141;1;1;1;0;0;0
"888";1661;11;"1988-09-26";"1988-11-11";46;0;25;1;0;0;0
"889";1662;11;"1988-10-07";"1989-06-15";251;0;16;1;0;0;0
"890";1663;11;"1988-09-26";"1989-06-02";249;0;2;1;0;0;0
"891";1664;11;"1988-09-26";"1988-11-24";59;1;9;1;0;0;0
"892";1665;11;"1988-09-26";"1988-11-24";59;0;9;1;0;0;0
"893";1666;11;"1988-09-26";"1989-01-20";116;1;2;1;0;0;0
"894";1667;11;"1988-10-11";"1988-12-01";51;1;3;1;0;0;0
"895";1668;11;"1988-09-26";"1988-12-02";67;0;2;1;0;0;0
"896";1669;11;"1988-11-03";"1989-05-11";189;0;1;1;0;0;0
"897";1670;11;"1988-11-03";"1989-10-05";336;1;16;1;0;0;0
"898";1671;11;"1989-02-14";"1990-01-25";345;0;3;1;0;0;0
"899";1672;11;"1988-09-26";"1988-11-24";59;1;9;1;0;0;0
"900";1673;11;"1988-10-07";"1989-04-20";195;0;3;1;0;0;0
"901";1674;11;"1988-08-12";"1988-11-24";104;0;9;1;0;0;0
"902";1677;11;"1988-09-02";"1988-09-30";28;0;9;1;0;0;0
"903";1678;11;"1989-02-16";"1989-11-16";273;1;25;1;0;0;0
"904";1679;11;"1988-12-01";"1990-10-30";698;1;16;1;0;0;0
"905";1680;11;"1988-10-19";"1989-02-16";120;1;3;1;0;0;0
"906";1685;11;"1988-09-27";"1988-12-02";66;1;2;1;0;0;0
"907";1686;11;"1988-09-27";"1988-11-10";44;0;16;1;0;0;0
"908";1688;11;"1988-10-20";"1988-12-08";49;0;1;1;0;0;0
"909";1693;11;"1988-11-04";"1988-12-01";27;0;3;1;0;0;0
"910";1694;11;"1988-11-07";"1988-12-08";31;1;9;1;0;0;0
"911";1695;11;"1989-02-03";"1989-09-14";223;0;3;1;0;0;0
"912";1696;11;"1989-02-03";"1989-09-14";223;0;3;1;0;0;0
"913";1697;11;"1989-01-19";"1989-09-14";238;1;3;1;0;0;0
"914";1698;11;"1988-12-05";"1989-05-11";157;1;3;1;0;0;0
"915";1701;11;"1989-04-06";"1990-03-29";357;1;14;1;0;0;0
"916";1702;11;"1989-02-24";"1989-06-16";112;1;7;1;0;0;0
"917";1703;11;"1989-10-25";"1990-03-07";133;1;1;1;0;0;0
"918";1704;11;"1989-01-25";"1989-04-20";85;1;9;1;0;0;0
"919";1705;11;"1989-01-06";"1990-02-15";405;1;3;1;0;0;0
"920";1706;11;"1989-01-06";"1989-05-11";125;0;3;1;0;0;0
"921";1713;11;"1988-11-30";"1989-03-16";106;0;7;1;0;0;0
"922";1722;11;"1989-03-09";"1989-10-05";210;0;2;1;0;0;0
"923";1723;11;"1989-03-09";"1990-03-07";363;0;14;1;0;0;0
"924";1724;11;"1989-02-24";"1989-04-27";62;0;1;1;0;0;0
"925";1725;11;"1989-02-24";"1989-06-16";112;0;21;1;0;0;0
"926";1726;11;"1989-02-17";"1989-03-16";27;0;2;1;0;0;0
"927";1727;11;"1989-03-16";"1990-06-01";442;1;25;1;0;0;0
"928";1728;11;"1989-02-20";"1989-06-15";115;0;9;1;0;0;0
"929";1729;11;"1989-02-17";"1989-09-28";223;1;3;1;0;0;0
"930";1730;11;"1989-04-06";"1989-09-28";175;1;3;1;0;0;0
"931";1731;11;"1989-03-03";"1989-06-15";104;0;2;1;0;0;0
"932";1732;11;"1989-04-06";"1990-05-31";420;1;14;1;0;0;0
"933";1736;11;"1989-03-13";"1989-06-15";94;1;9;1;0;0;0
"934";1737;11;"1989-03-16";"1989-05-11";56;1;2;1;0;0;0
"935";1738;11;"1989-03-13";"1989-06-01";80;0;2;1;0;0;0
"936";1739;11;"1989-04-06";"1990-02-15";315;1;3;1;0;0;0
"937";1740;11;"1989-05-11";"1990-04-25";349;1;16;1;0;0;0
"938";1742;11;"1989-03-13";"1989-11-15";247;1;9;1;0;0;0
"939";1743;11;"1989-02-24";"1989-06-01";97;0;2;1;0;0;0
"940";1748;11;"1989-05-30";"1989-10-26";149;0;25;1;0;0;0
"941";1749;11;"1989-04-28";"1989-11-09";195;1;2;1;0;0;0
"942";1750;11;"1989-06-22";"1989-12-07";168;1;7;1;0;0;0
"943";1751;11;"1989-05-30";"1989-12-07";191;1;25;1;0;0;0
"944";1752;11;"1989-05-19";"1990-06-01";378;1;25;1;0;0;0
"945";1753;11;"1989-06-12";"1989-11-15";156;1;14;1;0;0;0
"946";1754;11;"1989-05-03";"1989-06-16";44;0;7;1;0;0;0
"947";1755;11;"1989-05-19";"1989-10-19";153;1;2;1;0;0;0
"948";1756;11;"1989-06-15";"1990-05-31";350;1;25;0;0;0;0
"949";1762;11;"1989-05-30";"1990-06-01";367;1;25;1;0;0;0
"950";1763;11;"1989-06-30";"1990-03-15";258;1;21;1;0;0;0
"951";1764;11;"1989-05-22";"1989-06-22";31;1;3;1;0;0;0
"952";1765;11;"1989-05-22";"1990-04-27";340;0;3;1;0;0;0
"953";1769;11;"1989-05-16";"1990-01-18";247;1;21;1;0;0;0
"954";1770;11;"1989-06-12";"1989-10-05";115;1;7;1;0;0;0
"955";1771;11;"1989-09-01";"1990-03-15";195;1;2;1;0;0;0
"956";1772;11;"1989-06-15";"1989-12-14";182;1;16;1;0;0;0
"957";1773;11;"1989-06-15";"1989-12-14";182;0;16;1;0;0;0
"958";1774;11;"1989-04-21";"1989-06-02";42;0;9;1;0;0;0
"959";1775;11;"1989-06-30";"1989-11-15";138;0;25;1;0;0;0
"960";1776;11;"1989-06-06";"1989-06-22";16;0;3;1;0;0;0
"961";1777;11;"1989-07-13";"1990-02-08";210;0;3;1;0;0;0
"962";1778;11;"1989-06-12";"1990-04-26";318;NA;14;0;0;0;0
"963";1779;11;"1989-04-25";"1989-12-07";226;0;16;1;0;0;0
"964";1780;11;"1989-04-25";"1989-10-05";163;1;14;1;0;0;0
"965";1781;11;"1989-04-26";"1989-06-01";36;0;3;1;0;0;0
"966";1788;11;"1989-05-09";"1989-06-16";38;NA;9;0;0;0;0
"967";1789;11;"1989-05-09";"1989-06-16";38;1;2;1;0;0;0
"968";1790;11;"1989-05-09";"1989-06-16";38;1;2;1;0;0;0
"969";1791;11;"1989-06-05";"1989-06-16";11;NA;2;0;0;0;0
"970";1793;11;"1989-06-05";"1989-06-22";17;1;14;1;0;0;0
"971";1794;11;"1989-06-05";"1989-06-16";11;1;9;1;0;0;0
"972";1795;11;"1989-06-05";"1989-06-16";11;NA;2;0;0;0;0
"973";1799;11;"1989-06-12";"1989-11-15";156;1;14;1;0;0;0
"974";1800;11;"1989-10-25";"1990-05-10";197;1;2;1;0;0;0
"975";1801;11;"1989-07-11";"1990-05-31";324;0;21;1;0;0;0
"976";1802;11;"1989-08-10";"1989-11-16";98;0;3;1;0;0;0
"977";1803;11;"1989-09-01";"1989-10-27";56;1;1;1;0;0;0
"978";1804;11;"1989-07-10";"1989-12-07";150;1;3;1;0;0;0
"979";1806;11;"1989-05-30";"1989-06-22";23;NA;14;0;0;0;0
"980";1810;11;"1989-08-31";"1989-11-16";77;1;14;1;0;0;0
"981";1812;11;"1987-11-16";"1989-06-16";578;0;14;1;0;0;0
"982";1814;11;"1989-07-14";"1989-11-15";124;0;2;1;0;0;0
"983";1821;11;"1989-11-09";"1990-03-29";140;1;2;1;0;0;0
"984";1822;11;"1989-12-21";"1990-10-25";308;0;16;1;0;0;0
"985";1823;11;"1989-10-04";"1989-11-16";43;0;25;1;0;0;0
"986";1824;11;"1989-10-25";"1990-06-20";238;0;16;1;0;0;0
"987";1825;11;"1989-10-19";"1990-01-25";98;1;9;1;0;0;0
"988";1826;11;"1989-10-04";"1990-02-08";127;1;16;1;0;0;0
"989";1827;11;"1990-02-23";"1990-03-29";34;1;1;1;0;0;0
"990";1828;11;"1989-10-11";"1990-03-07";147;1;2;1;0;0;0
"991";1829;11;"1989-10-04";"1990-05-31";239;0;7;1;0;0;0
"992";1830;11;"1989-11-27";"1990-06-20";205;1;4;1;0;0;0
"993";1831;11;"1989-10-25";"1990-10-24";364;0;16;1;0;0;0
"994";1832;11;"1989-10-25";"1990-10-30";370;0;16;1;0;0;0
"995";1834;11;"1989-10-25";"1990-02-08";106;1;3;1;0;0;0
"996";1835;11;"1989-10-04";"1990-02-08";127;1;3;1;0;0;0
"997";1836;11;"1989-10-04";"1990-09-20";351;1;3;1;0;0;0
"998";1837;11;"1989-10-04";"1989-11-16";43;0;3;1;0;0;0
"999";1838;11;"1989-08-11";"1989-12-01";112;0;9;1;0;0;0
"1000";1841;11;"1989-09-04";"1989-09-15";11;1;7;1;0;0;0
"1001";1844;11;"1989-10-02";"1989-11-16";45;1;9;1;0;0;0
"1002";1845;11;"1989-11-27";"1990-02-15";80;0;2;1;0;0;0
"1003";1846;11;"1989-11-27";"1990-06-20";205;1;16;1;0;0;0
"1004";1847;11;"1989-11-27";"1990-10-30";337;0;16;1;0;0;0
"1005";1848;11;"1989-12-07";"1990-10-30";327;1;16;1;0;0;0
"1006";1849;11;"1989-10-11";"1989-11-09";29;1;14;1;0;0;0
"1007";1851;11;"1989-10-02";"1989-10-26";24;1;3;1;0;0;0
"1008";1857;11;"1989-12-21";"1990-06-20";181;1;7;1;0;0;0
"1009";1858;11;"1989-12-21";"1990-06-20";181;1;7;1;0;0;0
"1010";1859;11;"1989-12-01";"1990-03-28";117;1;2;1;0;0;0
"1011";1860;11;"1989-11-17";"1990-02-15";90;1;3;1;0;0;0
"1012";1861;11;"1989-11-17";"1990-02-15";90;1;3;1;0;0;0
"1013";1862;11;"1989-11-17";"1990-02-08";83;1;3;1;0;0;0
"1014";1863;11;"1989-11-17";"1990-09-20";307;0;3;1;0;0;0
"1015";1872;11;"1989-10-17";"1989-11-16";30;0;25;1;0;0;0
"1016";1874;11;"1989-12-12";"1990-03-07";85;0;3;1;0;0;0
"1017";1875;11;"1989-12-04";"1990-03-28";114;1;4;1;0;0;0
"1018";1876;11;"1989-12-07";"1990-04-27";141;0;4;1;0;0;0
"1019";1877;11;"1989-12-21";"1990-04-25";125;1;16;1;0;0;0
"1020";1878;11;"1990-02-01";"1990-05-31";119;1;2;0;0;0;0
"1021";1879;11;"1989-12-12";"1990-05-10";149;0;3;1;0;0;0
"1022";1881;11;"1989-12-12";"1990-04-25";134;0;3;1;0;0;0
"1023";1884;11;"1989-11-07";"1989-11-16";9;0;16;1;0;0;0
"1024";1885;11;"1989-11-07";"1989-11-16";9;0;16;1;0;0;0
"1025";1886;11;"1989-12-27";"1990-02-15";50;1;9;1;0;0;0
"1026";1887;11;"1990-02-01";"1990-10-30";271;1;9;1;0;0;0
"1027";1888;11;"1990-02-01";"1990-10-30";271;0;9;1;0;0;0
"1028";1889;11;"1990-01-19";"1990-09-05";229;1;16;1;0;0;0
"1029";1890;11;"1990-02-01";"1990-03-29";56;1;1;1;0;0;0
"1030";1894;11;"1989-11-14";"1989-12-07";23;1;9;1;0;0;0
"1031";1900;11;"1989-12-05";"1990-03-15";100;NA;1;0;0;0;0
"1032";1901;11;"1989-12-06";"1990-02-15";71;NA;9;0;0;0;0
"1033";1904;11;"1989-12-13";"1990-01-18";36;0;7;1;0;0;0
"1034";1907;11;"1990-03-02";"1990-06-20";110;0;3;1;0;0;0
"1035";1909;11;"1990-03-01";"1990-10-30";243;0;3;1;0;0;0
"1036";1910;11;"1990-03-29";"1990-10-25";210;1;3;1;0;0;0
"1037";1911;11;"1990-02-28";"1990-09-13";197;0;3;1;0;0;0
"1038";1912;11;"1990-02-28";"1990-05-10";71;1;3;1;0;0;0
"1039";1913;11;"1990-02-28";"1990-05-10";71;1;3;1;0;0;0
"1040";1914;11;"1990-02-28";"1990-09-20";204;1;3;1;0;0;0
"1041";1915;11;"1990-02-28";"1990-05-10";71;1;3;1;0;0;0
"1042";1916;11;"1990-02-28";"1990-03-28";28;1;2;1;0;0;0
"1043";1917;11;"1990-05-07";"1990-10-25";171;1;7;1;0;0;0
"1044";1918;11;"1990-02-28";"1990-05-31";92;1;25;1;0;0;0
"1045";1919;11;"1990-01-27";"1990-04-26";89;1;14;1;0;0;0
"1046";1920;11;"1990-02-23";"1990-06-20";117;1;14;1;0;0;0
"1047";1921;11;"1990-02-28";"1990-03-30";30;1;14;1;0;0;0
"1048";1922;11;"1990-03-28";"1990-10-25";211;1;14;1;0;0;0
"1049";1923;11;"1990-02-28";"1990-05-31";92;1;14;1;0;0;0
"1050";1924;11;"1990-03-22";"1990-10-30";222;1;7;1;0;0;0
"1051";1925;11;"1990-03-01";"1990-05-31";91;1;3;1;0;0;0
"1052";1926;11;"1990-02-19";"1990-03-15";24;1;1;1;0;0;0
"1053";1928;11;"1990-01-18";"1990-05-31";133;1;1;0;0;0;0
"1054";1935;11;"1990-03-22";"1990-09-20";182;0;3;1;0;0;0
"1055";1936;11;"1990-03-21";"1990-05-11";51;1;2;1;0;0;0
"1056";1937;11;"1990-04-19";"1990-06-20";62;1;9;1;0;0;0
"1057";1938;11;"1990-04-19";"1990-06-20";62;0;9;1;0;0;0
"1058";1939;11;"1990-02-28";"1990-05-31";92;1;14;1;0;0;0
"1059";1940;11;"1990-03-22";"1990-10-25";217;1;3;1;0;0;0
"1060";1941;11;"1990-03-26";"1990-09-13";171;0;1;1;0;0;0
"1061";1945;11;"1990-02-06";"1990-03-07";29;0;3;1;0;0;0
"1062";1950;11;"1990-02-14";"1990-05-31";106;NA;2;0;0;0;0
"1063";1952;11;"1990-02-14";"1990-09-20";218;NA;16;0;0;0;0
"1064";1953;11;"1990-04-20";"1990-06-20";61;1;3;1;0;0;0
"1065";1954;11;"1990-03-19";"1990-05-10";52;1;3;1;0;0;0
"1066";1955;11;"1990-04-10";"1990-10-25";198;0;9;1;0;0;0
"1067";1956;11;"1990-05-10";"1990-09-20";133;1;16;1;0;0;0
"1068";1957;11;"1990-04-27";"1990-10-24";180;0;14;1;0;0;0
"1069";1958;11;"1990-02-23";"1990-03-30";35;0;9;1;0;0;0
"1070";1959;11;"1990-04-27";"1990-10-30";186;0;16;1;0;0;0
"1071";1960;11;"1990-05-07";"1990-05-31";24;1;2;1;0;0;0
"1072";1961;11;"1990-05-10";"1990-10-30";173;1;2;1;0;0;0
"1073";1962;11;"1990-05-10";"1990-10-24";167;0;2;1;0;0;0
"1074";1963;11;"1990-04-10";"1990-09-13";156;0;3;1;0;0;0
"1075";1967;11;"1990-03-21";"1990-05-31";71;1;9;1;0;0;0
"1076";1973;11;"1990-03-13";"1990-05-31";79;1;7;1;0;0;0
"1077";1975;11;"1990-03-15";"1990-06-20";97;0;16;1;0;0;0
"1078";1976;11;"1990-03-15";"1990-10-25";224;0;1;1;0;0;0
"1079";1977;11;"1990-03-15";"1990-06-20";97;1;16;1;0;0;0
"1080";1978;11;"1990-04-11";"1990-05-31";50;1;14;1;0;0;0
"1081";1981;11;"1990-05-21";"1990-09-20";122;0;3;1;0;0;0
"1082";1982;11;"1990-04-23";"1990-06-20";58;0;9;1;0;0;0
"1083";1983;11;"1990-04-23";"1990-05-31";38;1;1;1;0;0;0
"1084";1984;11;"1990-04-21";"1990-05-31";40;1;14;1;0;0;0
"1085";1985;11;"1990-05-22";"1990-05-31";9;NA;9;0;0;0;0
"1086";1986;11;"1990-07-18";"1990-10-31";105;NA;9;0;0;0;0
"1087";1991;11;"1990-05-08";"1990-05-23";15;0;14;1;0;0;0
"1088";1992;11;"1990-05-08";"1990-05-31";23;1;9;1;0;0;0
"1089";1996;11;"1990-08-31";"1990-10-30";60;1;14;1;0;0;0
"1090";1997;11;"1990-08-10";"1990-10-30";81;1;9;1;0;0;0
"1091";1998;11;"1990-06-05";"1990-10-30";147;0;3;1;0;0;0
"1092";2007;11;"1990-06-07";"1990-06-21";14;1;3;1;0;0;0
"1093";2008;11;"1990-05-18";"1990-06-21";34;0;9;1;0;0;0
"1094";2009;11;"1990-05-18";"1990-06-21";34;0;25;1;0;0;0
"1095";2010;11;"1990-05-18";"1990-06-21";34;NA;3;0;0;0;0
"1096";2015;11;"1990-05-29";"1990-06-20";22;0;7;1;0;0;0
"1097";2016;11;"1990-05-29";"1990-06-20";22;1;2;1;0;0;0
"1098";2027;11;"1990-06-19";"1990-10-30";133;NA;9;0;0;0;0
"1099";2036;11;"1990-08-05";"1990-08-23";18;1;3;1;0;0;0
"1100";2044;11;"1990-10-09";"1990-10-30";21;1;9;1;1;0;0
"1101";2045;11;"1990-09-27";"1990-10-25";28;1;3;1;1;0;0
"1102";2046;11;"1990-09-27";"1990-10-25";28;1;3;1;1;0;0
"1103";2047;11;"1990-09-27";"1990-10-30";33;1;3;1;1;0;0
