"docno";"lp";"date_bt_ini";"date_com_as";"date_com_ini";"date_com_out";"date_bt_out";"phase1";"phase2";"phase3";"phase4";"phase_total";"completed";"zustimmg";"election";"leadingcom";"compresOpp";"potLoss_emp";"potGain_emp";"potLoss_same90";"potGain_same90";"potLoss_past";"potGain_past";"potLoss_com";"potGain_com"
"16/2455";16;"2006-08-25";"2006-09-07";"2006-09-20";"2006-09-27";"2006-09-28";13;13;7;1;34;1;0;0;7;0;0;0;0;0;0;0;0;0
"16/2474";16;"2006-08-30";"2006-09-22";"2006-09-27";"2006-10-25";"2006-10-27";23;5;28;2;58;1;1;0;2;1;0;0;0;0;0;0;0;0
"16/2494";16;"2006-09-04";"2006-09-21";"2006-10-20";"2006-11-08";"2006-11-09";17;29;19;1;66;1;1;0;7;0;0;0;0;0;0;0;0;0
"16/2495";16;"2006-09-04";"2006-09-21";"2006-10-20";"2006-11-08";"2006-11-09";17;29;19;1;66;1;0;0;7;0;0;0;0;0;0;0;0;0
"16/2496";16;"2006-09-04";"2006-09-21";"2006-09-27";"2006-11-08";"2006-11-09";17;6;42;1;66;1;0;0;1;0;0;0;0;0;0;0;0;0
"16/2497";16;"2006-09-04";"2006-09-21";"2006-10-20";"2006-11-08";"2006-11-09";17;29;19;1;66;1;1;0;7;0;0;0;0;0;0;0;0;0
"16/2498";16;"2006-09-04";"2006-09-21";"2006-10-20";"2006-11-29";"2006-11-30";17;29;40;1;87;1;1;0;5;0;0;0;0;0;0;0;0;0
"16/2581";16;"2006-09-14";"2006-09-21";"2006-09-27";"2006-11-29";"2006-11-30";7;6;63;1;77;1;1;0;12;0;0;0;0;0;0;0;0;0
"16/27";16;"2005-11-13";"2005-12-15";"2006-01-18";"2006-01-20";"2006-01-26";32;34;2;6;74;1;0;0;6;1;0;0;0;0;0;0;0;0
"16/2703";16;"2006-09-25";"2006-09-28";"2006-10-18";"2007-01-31";"2007-02-01";3;20;105;1;129;1;1;0;1;0;0;0;0;0;0;0;0;0
"16/2704";16;"2006-09-25";"2006-09-28";"2006-10-25";"2006-10-25";"2006-10-26";3;27;0;1;31;1;0;0;5;0;0;0;0;0;0;0;0;0
"16/2705";16;"2006-09-25";"2006-09-28";"2006-10-16";"2006-10-18";"2006-10-19";3;18;2;1;24;1;1;0;5;0;0;0;0;0;0;0;0;0
"16/2706";16;"2006-09-25";"2006-09-28";"2006-10-16";"2006-10-18";"2006-10-19";3;18;2;1;24;1;1;0;5;0;0;0;0;0;0;0;0;0
"16/2707";16;"2006-09-25";"2006-09-28";"2006-10-16";"2006-10-18";"2006-10-19";3;18;2;1;24;1;1;0;5;0;0;0;0;0;0;0;0;0
"16/2708";16;"2006-09-25";"2006-09-28";"2006-10-16";"2006-10-18";"2006-10-19";3;18;2;1;24;1;1;0;5;0;0;0;0;0;0;0;0;0
"16/2709";16;"2006-09-25";"2006-09-28";"2006-10-20";"2006-10-25";"2006-10-26";3;22;5;1;31;1;0;0;5;0;0;0;0;0;0;0;0;0
"16/2710";16;"2006-09-25";"2006-09-28";"2006-10-20";"2006-11-08";"2006-11-09";3;22;19;1;45;1;1;0;5;0;0;0;0;0;0;0;0;0
"16/2711";16;"2006-09-25";"2006-09-28";"2006-09-29";"2006-10-18";"2006-10-19";3;1;19;1;24;1;1;0;2;0;0;0;0;0;0;0;0;0
"16/2712";16;"2006-09-25";"2006-09-28";"2006-10-27";"2006-11-08";"2006-11-09";3;29;12;1;45;1;1;0;5;0;0;0;0;0;0;0;0;0
"16/2718";16;"2006-09-25";"2006-09-28";"2006-10-18";"2007-05-08";"2007-05-10";3;20;202;2;227;1;1;0;1;0;0;0;0;0;0;0;0;0
"16/28";16;"2005-11-03";"2005-12-15";"2006-01-25";"2006-01-25";"2006-01-26";42;41;0;1;84;1;0;0;3;0;0;0;0;0;0;0;0;0
"16/2855";16;"2006-10-04";"2006-10-19";"2006-10-25";"2006-11-08";"2006-11-09";15;6;14;1;36;1;0;0;3;0;0;0;0;0;0;0;0;0
"16/2856";16;"2006-10-04";"2006-11-09";"2006-11-29";"2007-04-25";"2007-04-26";36;20;147;1;204;1;0;0;10;0;0;0;0;0;0;0;0;0
"16/2857";16;"2006-10-04";"2006-11-09";"2006-12-13";"2006-12-13";"2006-12-14";36;34;0;1;71;1;0;0;13;0;0;0;0;0;0;0;0;0
"16/2858";16;"2006-10-04";"2006-10-19";"2006-10-25";"2007-06-04";"2007-06-14";15;6;222;10;253;1;0;0;12;0;0;0;0;0;0;0;0;0
"16/2859";16;"2006-10-04";"2006-10-19";"2006-10-25";"2006-10-25";"2006-10-26";15;6;0;1;22;1;1;0;2;1;0;0;0;0;0;0;0;0
"16/2860";16;"2006-10-04";"2006-10-19";"2006-10-25";"2006-11-02";"2006-11-09";15;6;8;7;36;1;1;0;1;0;0;0;0;0;0;0;0;0
"16/2861";16;"2006-10-04";"2006-10-19";"2006-11-08";"2006-11-08";"2006-11-09";15;20;0;1;36;1;1;0;12;0;0;0;0;0;0;0;0;0
"16/2862";16;"2006-10-04";"2006-10-19";"2006-11-08";"2006-11-08";"2006-11-09";15;20;0;1;36;1;1;0;12;0;0;0;0;0;0;0;0;0
"16/2863";16;"2006-10-04";"2006-10-19";"2006-11-08";"2006-11-08";"2006-11-09";15;20;0;1;36;1;1;0;12;0;0;0;0;0;0;0;0;0
"16/2864";16;"2006-10-04";"2006-10-19";"2006-11-08";"2006-11-08";"2006-11-09";15;20;0;1;36;1;1;0;12;0;0;0;0;0;0;0;0;0
"16/29";16;"2005-11-03";"2005-12-15";"2006-01-18";"2006-02-15";"2006-02-16";42;34;28;1;105;1;1;0;6;1;0;0;0;0;0;0;0;0
"16/2918";16;"2006-10-12";"2006-10-19";"2006-10-25";"2006-11-06";"2006-11-09";7;6;12;3;28;1;1;0;12;0;0;0;0;0;0;0;0;0
"16/2919";16;"2006-10-12";"2006-10-19";"2006-10-25";"2007-01-31";"2007-02-01";7;6;98;1;112;1;0;0;13;0;0;0;0;0;0;0;0;0
"16/2920";16;"2006-10-12";"2006-10-19";"2006-11-08";"2006-11-08";"2006-11-09";7;20;0;1;28;1;0;0;12;0;0;0;0;0;0;0;0;0
"16/2921";16;"2006-10-12";"2006-10-20";"2006-11-06";"2006-11-29";"2006-12-01";8;17;23;2;50;1;0;0;3;0;0;0;0;0;0;0;0;0
"16/2922";16;"2006-10-12";"2006-10-19";"2006-10-25";"2006-11-08";"2006-11-09";7;6;14;1;28;1;1;0;2;0;0;0;0;0;0;0;0;0
"16/2930";16;"2006-10-12";"2006-10-19";"2006-10-25";"2006-11-08";"2006-11-09";7;6;14;1;28;1;1;0;6;1;0;0;0;0;0;0;0;0
"16/2950";16;"2006-10-16";"2006-10-20";"2006-11-06";"2006-11-29";"2006-12-01";4;17;23;2;46;1;0;0;3;0;0;0;0;0;0;0;0;0
"16/2951";16;"2006-10-16";"2006-10-19";"2006-10-25";"2006-11-08";"2006-11-09";3;6;14;1;24;1;0;0;5;0;0;0;0;0;0;0;0;0
"16/2952";16;"2006-10-16";"2006-10-19";"2006-10-25";"2006-11-07";"2006-11-09";3;6;13;2;24;1;0;0;12;0;0;0;0;0;0;0;0;0
"16/2954";16;"2006-10-16";"2006-10-19";"2006-10-25";"2006-10-25";"2006-10-26";3;6;0;1;10;1;0;0;8;0;0;0;0;0;0;0;0;0
"16/2955";16;"2006-10-16";"2006-10-19";"2006-10-25";"2006-10-25";"2006-10-26";3;6;0;1;10;1;1;0;5;0;0;0;0;0;0;0;0;0
"16/30";16;"2005-11-03";"2005-11-30";"2005-12-14";"2005-12-14";"2006-01-19";27;14;0;36;77;1;1;0;3;0;0;0;0;0;0;0;0;0
"16/3038";16;"2006-10-19";"2006-10-26";"2006-11-09";"2006-11-29";"2006-11-30";7;14;20;1;42;1;1;0;13;0;0;0;0;0;0;0;0;0
"16/3064";16;"2006-10-20";"2006-11-09";"2006-11-29";"2007-03-07";"2007-03-09";20;20;98;2;140;1;1;0;2;0;0;0;0;0;0;0;0;0
"16/3078";16;"2006-10-23";"2006-10-26";"2006-11-29";"2007-01-17";"2007-01-18";3;34;49;1;87;1;0;0;12;0;0;0;0;0;0;0;0;0
"16/3100";16;"2006-10-24";"2006-10-27";"2007-01-17";"2007-01-31";"2007-02-02";3;82;14;2;101;1;1;0;2;1;0;0;0;0;0;0;0;0
"16/3146";16;"2006-10-25";"2006-11-09";"2006-11-29";"2007-05-23";"2007-05-24";15;20;175;1;211;1;0;0;2;1;0;0;0;0;0;0;0;0
"16/32";16;"2005-11-03";"2005-11-30";"2005-12-14";"2005-12-14";"2005-12-15";27;14;0;1;42;1;1;0;1;0;0;0;0;0;0;0;0;0
"16/322";16;"2005-12-23";"2006-01-19";"2006-02-15";"2006-03-09";"2006-04-06";27;27;22;28;104;1;0;0;10;1;0;0;0;0;0;0;0;0
"16/3225";16;"2006-11-02";"2006-11-09";"2006-12-13";"2006-12-13";"2006-12-14";7;34;0;1;42;1;0;0;13;0;0;0;0;0;0;0;0;0
"16/3226";16;"2006-11-02";"2006-11-09";"2006-11-29";"2007-03-01";"2007-03-08";7;20;92;7;126;1;1;0;6;1;0;0;0;0;0;0;0;0
"16/3227";16;"2006-11-02";"2006-11-30";"2007-01-30";"2007-01-31";"2007-02-01";28;61;1;1;91;1;0;0;13;0;0;0;0;0;0;0;0;0
"16/3250";16;"2006-11-06";"2006-11-09";"2006-12-13";"2006-12-13";"2006-12-14";3;34;0;1;38;1;1;0;13;0;0;0;0;0;0;0;0;0
"16/3251";16;"2006-11-06";"2006-11-09";"2006-12-13";"2006-12-13";"2006-12-14";3;34;0;1;38;1;0;0;13;0;0;0;0;0;0;0;0;0
"16/3268";16;"2006-11-07";"2006-11-10";"2006-11-10";"2006-11-29";"2006-11-30";3;0;19;1;23;1;0;0;2;0;0;0;0;0;0;0;0;0
"16/3269";16;"2006-11-07";"2006-11-10";"2006-11-30";"2006-11-30";"2006-12-01";3;20;0;1;24;1;1;0;2;0;0;0;0;0;0;0;0;0
"16/3291";16;"2006-11-08";"2007-02-01";"2007-02-28";"2007-12-12";"2007-12-13";85;27;287;1;400;1;1;0;13;0;0;0;0;0;0;0;0;0
"16/33";16;"2005-11-03";"2005-12-15";"2006-01-18";"2006-01-18";"2006-01-19";42;34;0;1;77;1;0;0;12;0;0;0;0;0;0;0;0;0
"16/34";16;"2005-11-03";"2005-12-15";"2006-01-18";"2006-01-18";"2006-01-26";42;34;0;8;84;1;0;0;12;0;0;0;0;0;0;0;0;0
"16/341";16;"2006-01-04";"2006-01-19";"2006-03-08";"2006-03-09";"2006-03-16";15;48;1;7;71;1;1;0;7;0;0;0;0;0;0;0;0;0
"16/342";16;"2006-01-04";"2006-01-26";"2006-02-08";"2006-02-10";"2006-02-16";22;13;2;6;43;1;0;0;2;0;0;0;0;0;0;0;0;0
"16/3437";16;"2006-11-16";"2006-11-23";"2006-11-29";"2006-11-29";"2006-11-30";7;6;0;1;14;1;1;0;5;0;0;0;0;0;0;0;0;0
"16/3438";16;"2006-11-16";"2006-11-23";"2006-11-29";"2007-01-17";"2007-01-18";7;6;49;1;63;1;0;0;10;0;0;0;0;0;0;0;0;0
"16/3439";16;"2006-11-16";"2006-11-30";"2007-02-22";"2008-06-18";"2008-06-20";14;84;482;2;582;1;0;0;13;0;0;0;0;0;0;0;0;0
"16/3440";16;"2006-11-16";"2006-11-30";"2007-04-25";"2008-06-18";"2008-06-20";14;146;420;2;582;1;0;0;13;0;0;0;0;0;0;0;0;0
"16/35";16;"2005-11-03";"2005-12-15";"2006-01-18";"2006-01-18";"2006-01-19";42;34;0;1;77;1;0;0;1;0;0;0;0;0;0;0;0;0
"16/36";16;"2005-11-03";"2005-11-30";"2005-12-14";"2006-01-25";"2006-01-26";27;14;42;1;84;1;1;0;12;0;0;0;0;0;0;0;0;0
"16/3654";16;"2006-11-30";"2006-12-14";"2007-01-31";"2007-01-31";"2007-02-01";14;48;0;1;63;1;0;0;7;0;0;0;0;0;0;0;0;0
"16/3655";16;"2006-11-30";"2007-02-01";"2007-02-28";"2007-10-10";"2007-10-11";63;27;224;1;315;1;0;0;13;0;0;0;0;0;0;0;0;0
"16/3656";16;"2006-11-30";"2006-12-14";"2007-01-17";"2007-05-23";"2007-05-24";14;34;126;1;175;1;0;0;13;0;0;0;0;0;0;0;0;0
"16/3657";16;"2006-11-30";"2006-12-14";"2007-01-31";"2007-01-31";"2007-02-01";14;48;0;1;63;1;0;0;12;0;0;0;0;0;0;0;0;0
"16/3658";16;"2006-11-30";"2006-12-14";"2007-10-24";"2007-11-14";"2007-11-15";14;314;21;1;350;1;0;0;12;0;0;0;0;0;0;0;0;0
"16/37";16;"2005-11-03";"2005-12-15";"2006-01-18";"2006-01-18";"2006-01-19";42;34;0;1;77;1;1;0;2;0;0;0;0;0;0;0;0;0
"16/3711";16;"2006-12-01";"2006-12-14";"2007-01-17";"2007-01-30";"2007-02-01";13;34;13;2;62;1;0;0;10;1;0;0;0;0;0;0;0;0
"16/3712";16;"2006-12-01";"2006-12-14";"2007-01-17";"2007-01-17";"2007-01-19";13;34;0;2;49;1;0;0;10;0;0;0;0;0;0;0;0;0
"16/3755";16;"2006-12-07";"2006-12-14";"2007-01-31";"2007-01-31";"2007-02-01";7;48;0;1;56;1;1;0;7;0;0;0;0;0;0;0;0;0
"16/3756";16;"2006-12-07";"2006-12-14";"2007-01-31";"2007-01-31";"2007-02-01";7;48;0;1;56;1;1;0;7;0;0;0;0;0;0;0;0;0
"16/38";16;"2005-11-03";"2005-12-15";"2006-01-18";"2006-01-18";"2006-01-19";42;34;0;1;77;1;0;0;7;0;0;0;0;0;0;0;0;0
"16/3806";16;"2006-12-13";"2007-01-18";"2007-03-07";"2007-03-07";"2007-03-09";36;48;0;2;86;1;0;0;7;0;0;0;0;0;0;0;0;0
"16/39";16;"2005-11-03";"2005-12-01";"2005-12-02";"2005-12-14";"2005-12-15";28;1;12;1;42;1;1;0;2;1;0;0;0;0;0;0;0;0
"16/3945";16;"2006-12-20";"2007-02-01";"2007-02-28";"2007-06-13";"2007-07-05";43;27;105;22;197;1;0;0;13;0;0;0;0;0;0;0;0;0
"16/40";16;"2005-11-03";"2005-12-02";"2005-12-14";"2005-12-14";"2005-12-15";29;12;0;1;42;1;1;0;12;0;0;0;0;0;0;0;0;0
"16/400";16;"2006-01-19";"2006-01-26";"2006-03-08";"2006-03-15";"2006-03-16";7;41;7;1;56;1;1;0;7;0;0;0;0;0;0;0;0;0
"16/4010";16;"2007-01-09";"2007-01-18";"2007-01-31";"2007-02-28";"2007-03-01";9;13;28;1;51;1;1;0;5;0;0;0;0;0;0;0;0;0
"16/4011";16;"2007-01-09";"2007-01-18";"2007-01-31";"2007-01-31";"2007-02-01";9;13;0;1;23;1;1;0;7;0;0;0;0;0;0;0;0;0
"16/4012";16;"2007-01-09";"2007-02-01";"2007-03-07";"2007-03-07";"2007-03-09";23;34;0;2;59;1;1;0;10;0;0;0;0;0;0;0;0;0
"16/4017";16;"2007-01-11";"2007-01-18";"2007-02-28";"2007-02-28";"2007-03-01";7;41;0;1;49;1;0;0;3;0;0;0;0;0;0;0;0;0
"16/4026";16;"2007-01-12";"2007-01-18";"2007-01-30";"2007-03-21";"2007-03-23";6;12;50;2;70;1;1;0;5;0;0;0;0;0;0;0;0;0
"16/4027";16;"2007-01-12";"2007-01-18";"2007-01-31";"2007-12-12";"2007-12-13";6;13;315;1;335;1;1;0;3;0;0;0;0;0;0;0;0;0
"16/4028";16;"2007-01-12";"2007-01-18";"2007-01-30";"2007-03-28";"2007-03-29";6;12;57;1;76;1;0;0;5;0;0;0;0;0;0;0;0;0
"16/41";16;"2005-11-03";"2005-12-15";"2006-01-18";"2006-01-18";"2006-01-19";42;34;0;1;77;1;0;0;13;0;0;0;0;0;0;0;0;0
"16/4138";16;"2007-01-29";"2007-02-01";"2007-02-28";"2007-05-23";"2007-05-24";3;27;84;1;115;1;0;0;3;0;0;0;0;0;0;0;0;0
"16/42";16;"2005-11-03";"2005-12-16";"2006-01-18";"2006-01-18";"2006-01-19";43;33;0;1;77;1;0;0;13;0;0;0;0;0;0;0;0;0
"16/429";16;"2006-01-24";"2006-01-26";"2006-01-26";"2006-03-15";"2006-03-16";2;0;48;1;51;1;0;0;2;0;0;0;0;0;0;0;0;0
"16/43";16;"2005-11-03";"2005-12-15";"2006-01-18";"2006-01-18";"2006-01-19";42;34;0;1;77;1;1;0;7;0;0;0;0;0;0;0;0;0
"16/430";16;"2006-01-24";"2006-01-26";"2006-02-08";"2006-02-10";"2006-02-16";2;13;2;6;23;1;1;0;6;1;0;0;0;0;0;0;0;0
"16/4371";16;"2007-02-23";"2007-03-01";"2007-03-07";"2007-03-07";"2007-03-09";6;6;0;2;14;1;0;0;2;0;0;0;0;0;0;0;0;0
"16/4372";16;"2007-02-23";"2007-03-01";"2007-03-07";"2007-03-07";"2007-03-09";6;6;0;2;14;1;1;0;2;0;0;0;0;0;0;0;0;0
"16/4373";16;"2007-02-23";"2007-03-01";"2007-03-07";"2007-03-09";"2007-03-22";6;6;2;13;27;1;0;0;2;0;0;0;0;0;0;0;0;0
"16/4375";16;"2007-02-23";"2007-03-08";"2007-03-28";"2007-03-28";"2007-03-29";13;20;0;1;34;1;0;0;13;0;0;0;0;0;0;0;0;0
"16/4376";16;"2007-02-23";"2007-03-22";"2007-03-28";"2007-03-28";"2007-03-29";27;6;0;1;34;1;0;0;12;0;0;0;0;0;0;0;0;0
"16/4377";16;"2007-02-23";"2007-03-08";"2007-03-28";"2007-06-25";"2007-07-05";13;20;89;10;132;1;0;0;13;0;0;0;0;0;0;0;0;0
"16/4378";16;"2007-02-23";"2007-03-01";"2007-03-07";"2007-03-07";"2007-03-09";6;6;0;2;14;1;1;0;5;0;0;0;0;0;0;0;0;0
"16/4379";16;"2007-02-23";"2007-03-01";"2007-03-07";"2007-03-07";"2007-03-09";6;6;0;2;14;1;0;0;3;0;0;0;0;0;0;0;0;0
"16/4380";16;"2007-02-23";"2007-03-01";"2007-03-07";"2007-03-07";"2007-03-09";6;6;0;2;14;1;0;0;8;0;0;0;0;0;0;0;0;0
"16/4381";16;"2007-02-23";"2007-03-22";"2007-04-25";"2007-05-10";"2007-06-14";27;34;15;35;111;1;0;0;8;0;0;0;0;0;0;0;0;0
"16/4382";16;"2007-02-23";"2007-03-08";"2007-03-28";"2007-03-28";"2007-03-29";13;20;0;1;34;1;0;0;13;0;0;0;0;0;0;0;0;0
"16/4455";16;"2007-02-28";"2007-03-08";"2007-03-21";"2007-05-09";"2007-05-10";8;13;49;1;71;1;0;0;2;1;0;0;0;0;0;0;0;0
"16/4663";16;"2007-03-12";"2007-03-22";"2007-04-25";"2007-05-23";"2007-05-24";10;34;28;1;73;1;0;0;13;0;0;0;0;0;0;0;0;0
"16/4664";16;"2007-03-12";"2007-03-29";"2007-04-27";"2007-05-23";"2007-05-24";17;29;26;1;73;1;0;0;12;0;0;0;0;0;0;0;0;0
"16/4665";16;"2007-03-12";"2007-03-22";"2007-03-28";"2007-04-04";"2007-04-26";10;6;7;22;45;1;0;0;3;0;0;0;0;0;0;0;0;0
"16/4691";16;"2007-03-15";"2007-03-22";"2007-04-24";"2007-05-08";"2007-05-10";7;33;14;2;56;1;0;0;1;0;0;0;0;0;0;0;0;0
"16/4692";16;"2007-03-15";"2007-03-22";"2007-03-28";"2007-03-28";"2007-03-29";7;6;0;1;14;1;0;0;6;1;0;0;0;0;0;0;0;0
"16/47";16;"2005-11-03";"2005-12-15";"2006-01-18";"2006-02-15";"2006-02-16";42;34;28;1;105;1;0;0;13;0;0;0;0;0;0;0;0;0
"16/4716";16;"2007-03-19";"2007-03-29";"2007-04-25";"2007-05-23";"2007-06-14";10;27;28;22;87;1;1;0;8;0;0;0;0;0;0;0;0;0
"16/4763";16;"2007-03-21";"2007-03-29";"2007-04-25";"2007-09-19";"2007-09-20";8;27;147;1;183;1;0;0;12;0;0;0;0;0;0;0;0;0
"16/4764";16;"2007-03-21";"2007-03-29";"2007-05-23";"2007-05-29";"2007-06-13";8;55;6;15;84;1;1;0;12;0;0;0;0;0;0;0;0;0
"16/4842";16;"2007-03-27";"2007-03-29";"2007-04-25";"2007-05-31";"2007-06-13";2;27;36;13;78;1;1;0;13;0;0;0;0;0;0;0;0;0
"16/4970";16;"2007-04-05";"2007-05-24";"2007-06-13";"2007-06-13";"2007-06-14";49;20;0;1;70;1;0;0;8;1;0;0;0;0;0;0;0;0
"16/4971";16;"2007-04-05";"2007-04-26";"2007-05-09";"2007-05-09";"2007-05-10";21;13;0;1;35;1;0;0;5;0;0;0;0;0;0;0;0;0
"16/5047";16;"2007-04-20";"2007-04-26";"2007-05-09";"2007-05-22";"2007-05-24";6;13;13;2;34;1;0;0;1;0;0;0;0;0;0;0;0;0
"16/5048";16;"2007-04-20";"2007-04-26";"2007-05-09";"2008-04-09";"2008-04-11";6;13;336;2;357;1;0;0;13;0;0;0;0;0;0;0;0;0
"16/5049";16;"2007-04-20";"2007-04-27";"2007-04-27";"2007-05-24";"2007-05-25";7;0;27;1;35;1;1;0;2;1;0;0;0;0;0;0;0;0
"16/5050";16;"2007-04-20";"2007-04-26";"2007-05-09";"2007-05-09";"2007-05-24";6;13;0;15;34;1;0;0;2;0;0;0;0;0;0;0;0;0
"16/5051";16;"2007-04-20";"2007-05-24";"2007-10-10";"2007-10-10";"2007-10-11";34;139;0;1;174;1;0;0;13;0;0;0;0;0;0;0;0;0
"16/5052";16;"2007-04-20";"2007-11-09";"2008-06-25";"2008-06-25";"2008-06-26";203;229;0;1;433;1;0;0;3;0;0;0;0;0;0;0;0;0
"16/5065";16;"2007-04-23";"2007-04-26";"2007-04-26";"2007-06-13";"2007-06-14";3;0;48;1;52;1;1;0;3;0;0;0;0;0;0;0;0;0
"16/508";16;"2006-02-02";"2006-02-10";"2006-05-08";"2006-12-13";"2006-12-14";8;87;219;1;315;1;0;0;7;0;0;0;0;0;0;0;0;0
"16/509";16;"2006-02-02";"2006-04-06";"2009-03-25";"2009-03-25";"2009-03-27";63;1084;0;2;1149;1;0;0;3;0;0;0;0;0;0;0;0;0
"16/5100";16;"2007-04-25";"2007-04-26";"2007-05-23";"2007-10-24";"2007-10-24";1;27;154;0;182;1;0;0;7;0;0;0;0;0;0;0;0;0
"16/5172";16;"2007-04-27";"2007-05-10";"2007-05-14";"2007-11-15";"2007-11-16";13;4;185;1;203;1;1;0;10;0;0;0;0;0;0;0;0;0
"16/5200";16;"2007-05-03";"2007-05-10";"2007-05-11";"2007-07-04";"2007-07-06";7;1;54;2;64;1;1;0;5;0;0;0;0;0;0;0;0;0
"16/5239";16;"2007-05-08";"2007-05-10";"2007-07-04";"2007-07-04";"2007-07-05";2;55;0;1;58;1;0;0;3;0;0;0;0;0;0;0;0;0
"16/5240";16;"2007-05-08";"2007-05-11";"2007-06-20";"2007-06-20";"2007-06-22";3;40;0;2;45;1;0;0;7;0;0;0;0;0;0;0;0;0
"16/5334";16;"2007-05-11";"2007-06-14";"2007-07-04";"2007-07-04";"2007-07-05";34;20;0;1;55;1;0;0;13;0;0;0;0;0;0;0;0;0
"16/5336";16;"2007-05-11";"2007-06-14";"2007-07-04";"2007-07-04";"2007-07-05";34;20;0;1;55;1;0;0;13;0;0;0;0;0;0;0;0;0
"16/5338";16;"2007-05-11";"2007-05-24";"2007-06-13";"2007-06-20";"2007-06-21";13;20;7;1;41;1;1;0;6;1;0;0;0;0;0;0;0;0
"16/5377";16;"2007-05-18";"2007-05-23";"2007-05-23";"2007-05-23";"2007-05-25";5;0;0;2;7;1;1;0;5;0;0;0;0;0;0;0;0;0
"16/5384";16;"2007-05-21";"2007-05-24";"2007-06-13";"2007-06-20";"2007-06-21";3;20;7;1;31;1;1;0;7;0;0;0;0;0;0;0;0;0
"16/5385";16;"2007-05-21";"2007-05-24";"2007-06-13";"2007-09-19";"2007-09-20";3;20;98;1;122;1;1;0;2;1;0;0;0;0;0;0;0;0
"16/5386";16;"2007-05-21";"2007-05-24";"2007-06-13";"2007-06-13";"2007-06-14";3;20;0;1;24;1;1;0;5;0;0;0;0;0;0;0;0;0
"16/5387";16;"2007-05-21";"2007-05-24";"2007-06-13";"2007-06-13";"2007-06-21";3;20;0;8;31;1;1;0;2;1;0;0;0;0;0;0;0;0
"16/5388";16;"2007-05-21";"2007-05-24";"2007-06-13";"2007-06-13";"2007-06-14";3;20;0;1;24;1;1;0;5;0;0;0;0;0;0;0;0;0
"16/5389";16;"2007-05-21";"2007-06-14";"2007-06-20";"2007-06-21";"2007-07-05";24;6;1;14;45;1;1;0;1;0;0;0;0;0;0;0;0;0
"16/54";16;"2005-11-04";"2005-12-16";"2006-10-25";"2006-10-25";"2006-10-27";42;313;0;2;357;1;1;0;1;0;0;0;0;0;0;0;0;0
"16/5525";16;"2007-05-30";"2007-06-14";"2007-07-04";"2007-09-19";"2007-09-20";15;20;77;1;113;1;0;0;3;0;0;0;0;0;0;0;0;0
"16/5526";16;"2007-06-11";"2007-06-13";"2007-06-20";"2007-07-04";"2007-07-05";2;7;14;1;24;1;0;0;10;0;0;0;0;0;0;0;0;0
"16/5551";16;"2007-06-06";"2007-06-21";"2007-10-10";"2007-10-10";"2007-10-11";15;111;0;1;127;1;1;0;13;0;0;0;0;0;0;0;0;0
"16/5576";16;"2007-06-11";"2007-06-13";"2007-06-20";"2007-10-25";"2007-11-08";2;7;127;14;150;1;1;0;5;0;0;0;0;0;0;0;0;0
"16/5577";16;"2007-06-11";"2007-06-14";"2007-06-20";"2007-06-20";"2007-07-05";3;6;0;15;24;1;0;0;1;0;0;0;0;0;0;0;0;0
"16/5580";16;"2007-06-11";"2007-06-14";"2007-06-20";"2007-06-20";"2007-06-21";3;6;0;1;10;1;0;0;5;0;0;0;0;0;0;0;0;0
"16/57";16;"2005-11-07";"2005-11-30";"2005-12-14";"2005-12-16";"2006-01-19";23;14;2;34;73;1;1;0;3;0;0;0;0;0;0;0;0;0
"16/5714";16;"2007-06-19";"2007-06-21";"2007-06-21";"2007-07-04";"2007-07-06";2;0;13;2;17;1;0;0;2;0;0;0;0;0;0;0;0;0
"16/5715";16;"2007-06-19";"2007-06-21";"2007-06-21";"2007-07-04";"2007-07-06";2;0;13;2;17;1;0;0;2;0;0;0;0;0;0;0;0;0
"16/5723";16;"2007-06-20";"2007-06-21";"2007-07-04";"2007-07-04";"2007-07-05";1;13;0;1;15;1;0;0;6;1;0;0;0;0;0;0;0;0
"16/575";16;"2006-02-08";"2006-05-11";"2006-05-31";"2006-11-29";"2006-11-30";92;20;182;1;295;1;0;0;13;0;0;0;0;0;0;0;0;0
"16/5845";16;"2007-06-27";"2007-09-13";"2007-11-07";"2007-11-07";"2007-11-08";78;55;0;1;134;1;0;0;3;0;0;0;0;0;0;0;0;0
"16/5846";16;"2007-06-27";"2007-07-06";"2007-09-19";"2007-11-07";"2007-11-09";9;75;49;2;135;1;0;0;13;0;0;0;0;0;0;0;0;0
"16/5847";16;"2007-06-27";"2007-09-21";"2007-10-10";"2007-11-14";"2007-11-15";86;19;35;1;141;1;0;0;12;0;0;0;0;0;0;0;0;0
"16/6000";16;"2007-08-10";"2007-09-14";"2007-10-10";"2007-11-27";"2007-11-30";35;26;48;3;112;1;0;0;5;1;0;0;0;0;0;0;0;0
"16/6121";16;"2007-07-23";"2007-09-20";"2007-10-10";"2007-10-10";"2007-10-11";59;20;0;1;80;1;0;0;1;0;0;0;0;0;0;0;0;0
"16/6123";16;"2007-07-23";"2007-09-20";"2007-10-16";"2007-10-16";"2007-10-24";59;26;0;8;93;1;0;0;8;0;0;0;0;0;0;0;0;0
"16/6124";16;"2007-07-23";"2007-09-20";"2007-10-10";"2007-10-23";"2007-10-24";59;20;13;1;93;1;0;0;6;1;0;0;0;0;0;0;0;0
