"docno";"lp";"date_bt_ini";"date_com_as";"date_com_ini";"date_com_out";"date_bt_out";"phase1";"phase2";"phase3";"phase4";"phase_total";"completed";"zustimmg";"election";"leadingcom";"compresOpp";"potLoss_emp";"potGain_emp";"potLoss_same90";"potGain_same90";"potLoss_past";"potGain_past";"potLoss_com";"potGain_com"
"16/11566";16;"2009-01-07";"2009-01-22";"2009-01-28";"2009-03-04";"2009-03-05";15;6;35;1;57;1;1;0;5;0;1;0;1;0;1;0;1;0
"16/11567";16;"2009-01-07";"2009-01-22";"2009-02-11";"2009-02-13";"2009-03-05";15;20;2;20;57;1;1;0;12;0;1;0;1;0;1;0;1;0
"16/11568";16;"2009-01-07";"2009-01-22";"2009-02-11";"2009-02-13";"2009-03-05";15;20;2;20;57;1;1;0;12;0;1;0;1;0;1;0;1;0
"16/11569";16;"2009-01-07";"2009-01-22";"2009-01-28";"2009-02-11";"2009-02-13";15;6;14;2;37;1;1;0;3;0;1;0;1;0;1;0;1;0
"16/11606";16;"2009-01-15";"2009-01-29";"2009-03-04";"2009-03-04";"2009-03-19";14;34;0;15;63;1;0;0;13;0;1;0;1;0;1;0;1;0
"16/11607";16;"2009-01-15";"2009-01-29";"2009-04-14";"2009-04-22";"2009-04-24";14;75;8;2;99;1;1;0;13;0;1;0;1;0;1;0;1;0
"16/11608";16;"2009-01-15";"2009-03-19";"2009-03-25";"2009-05-27";"2009-05-28";63;6;63;1;133;1;0;0;1;0;1;0;1;0;1;0;1;0
"16/11609";16;"2009-01-15";"2009-01-21";"2009-01-28";"2009-01-28";"2009-01-30";6;7;0;2;15;1;1;0;7;0;1;0;1;0;1;0;1;0
"16/11613";16;"2009-01-16";"2009-01-21";"2009-01-27";"2009-03-25";"2009-03-26";5;6;57;1;69;1;0;0;5;0;1;0;1;0;1;0;1;0
"16/11642";16;"2009-01-21";"2009-01-29";"2009-03-04";"2009-05-20";"2009-05-28";8;34;77;8;127;1;0;0;13;0;0;0;0;0;0;0;0;0
"16/11643";16;"2009-01-21";"2009-02-12";"2009-03-23";"2009-07-01";"2009-07-02";22;39;100;1;162;1;0;0;13;0;0;0;0;0;0;0;0;0
"16/11644";16;"2009-01-21";"2009-02-12";"2009-03-04";"2009-05-20";"2009-05-28";22;20;77;8;127;1;0;0;13;0;0;0;0;0;0;0;0;0
"16/11700";16;"2009-01-27";"2009-01-30";"2009-02-11";"2009-02-11";"2009-02-13";3;12;0;2;17;1;0;0;5;1;0;0;0;0;0;0;0;0
"16/1172";16;"2006-04-06";"2006-04-06";"2006-05-31";"2006-06-28";"2006-06-29";0;55;28;1;84;1;0;0;5;0;0;0;0;0;0;0;0;0
"16/11740";16;"2009-01-27";"2009-01-30";"2009-02-09";"2009-02-11";"2009-02-13";3;10;2;2;17;1;1;0;5;1;0;0;0;0;0;0;0;0
"16/11741";16;"2009-01-27";"2009-01-30";"2009-02-09";"2009-02-11";"2009-02-13";3;10;2;2;17;1;1;0;5;0;0;0;0;0;0;0;0;0
"16/11742";16;"2009-01-27";"2009-01-30";"2009-01-31";"2009-02-11";"2009-02-13";3;1;11;2;17;1;1;0;5;0;0;0;0;0;0;0;0;0
"16/11967";16;"2009-02-16";"2009-03-19";"2009-03-25";"2009-05-29";"2009-06-18";31;6;65;20;122;1;0;0;3;0;0;0;0;0;0;0;0;0
"16/12011";16;"2009-02-18";"2009-03-19";"2009-03-23";"2009-07-01";"2009-07-03";29;4;100;2;135;1;0;0;3;0;0;0;0;0;0;0;0;0
"16/12060";16;"2009-02-26";"2009-03-05";"2009-03-25";"2009-07-01";"2009-07-03";7;20;98;2;127;1;1;0;5;1;0;0;0;0;0;0;0;0
"16/12061";16;"2009-02-26";"2009-03-05";"2009-04-22";"2009-04-22";"2009-04-23";7;48;0;1;56;1;0;0;13;0;0;0;0;0;0;0;0;0
"16/12062";16;"2009-02-26";"2009-03-05";"2009-03-25";"2009-03-25";"2009-03-26";7;20;0;1;28;1;0;0;13;0;0;0;0;0;0;0;0;0
"16/12063";16;"2009-02-26";"2009-03-05";"2009-03-25";"2009-03-25";"2009-03-26";7;20;0;1;28;1;0;0;13;0;0;0;0;0;0;0;0;0
"16/12064";16;"2009-02-26";"2009-03-05";"2009-03-18";"2009-03-18";"2009-03-19";7;13;0;1;21;1;1;0;8;0;0;0;0;0;0;0;0;0
"16/12065";16;"2009-02-26";"2009-03-05";"2009-03-18";"2009-03-19";"2009-03-26";7;13;1;7;28;1;1;0;2;0;0;0;0;0;0;0;0;0
"16/12066";16;"2009-02-26";"2009-03-05";"2009-03-18";"2009-03-25";"2009-03-26";7;13;7;1;28;1;1;0;5;0;0;0;0;0;0;0;0;0
"16/12067";16;"2009-02-26";"2009-03-05";"2009-03-18";"2009-03-25";"2009-03-26";7;13;7;1;28;1;1;0;5;0;0;0;0;0;0;0;0;0
"16/12068";16;"2009-02-26";"2009-03-05";"2009-03-25";"2009-03-25";"2009-03-26";7;20;0;1;28;1;1;0;13;0;0;0;0;0;0;0;0;0
"16/12069";16;"2009-02-26";"2009-03-05";"2009-03-18";"2009-05-29";"2009-06-18";7;13;72;20;112;1;1;0;1;0;0;0;0;0;0;0;0;0
"16/12098";16;"2009-03-03";"2009-03-05";"2009-05-13";"2009-07-01";"2009-07-02";2;69;49;1;121;1;0;0;13;0;0;0;0;0;0;0;0;0
"16/12099";16;"2009-03-03";"2009-03-05";"2009-03-18";"2009-03-18";"2009-03-19";2;13;0;1;16;1;1;0;5;0;0;0;0;0;0;0;0;0
"16/12104";16;"2009-03-04";"2009-03-05";"2009-03-25";"2009-03-25";"2009-03-26";1;20;0;1;22;1;0;0;13;0;0;0;0;0;0;0;0;0
"16/12117";16;"2009-03-04";"2009-03-19";"2009-04-22";"2009-04-22";"2009-04-23";15;34;0;1;50;1;1;0;6;1;0;0;0;0;0;0;0;0
"16/12118";16;"2009-03-04";"2009-03-19";"2009-03-25";"2009-03-25";"2009-03-26";15;6;0;1;22;1;0;0;1;0;0;0;0;0;0;0;0;0
"16/12219";16;"2009-03-04";"2009-03-19";"2009-03-25";"2009-04-22";"2009-04-24";15;6;28;2;51;1;1;0;3;0;0;0;0;0;0;0;0;0
"16/12224";16;"2009-03-12";"2009-03-18";"2009-03-18";"2009-03-18";"2009-03-20";6;0;0;2;8;1;0;0;5;0;0;0;0;0;0;0;0;0
"16/12226";16;"2009-03-12";"2009-03-19";"2009-03-25";"2009-04-22";"2009-04-23";7;6;28;1;42;1;0;0;8;0;0;0;0;0;0;0;0;0
"16/12227";16;"2009-03-12";"2009-03-19";"2009-04-22";"2009-04-22";"2009-04-23";7;34;0;1;42;1;1;0;7;0;0;0;0;0;0;0;0;0
"16/12228";16;"2009-03-12";"2009-03-19";"2009-03-25";"2009-03-25";"2009-03-26";7;6;0;1;14;1;0;0;5;0;0;0;0;0;0;0;0;0
"16/12229";16;"2009-03-12";"2009-03-19";"2009-04-22";"2009-05-04";"2009-05-07";7;34;12;3;56;1;0;0;10;0;0;0;0;0;0;0;0;0
"16/12230";16;"2009-03-12";"2009-03-19";"2009-05-06";"2009-05-12";"2009-05-14";7;48;6;2;63;1;0;0;10;1;0;0;0;0;0;0;0;0
"16/12231";16;"2009-03-12";"2009-03-19";"2009-03-25";"2009-03-27";"2009-04-23";7;6;2;27;42;1;1;0;6;1;0;0;0;0;0;0;0;0
"16/12232";16;"2009-03-12";"2009-03-19";"2009-03-25";"2009-03-27";"2009-04-23";7;6;2;27;42;1;0;0;6;1;0;0;0;0;0;0;0;0
"16/12233";16;"2009-03-12";"2009-03-19";"2009-04-22";"2009-05-06";"2009-05-14";7;34;14;8;63;1;0;0;5;1;0;0;0;0;0;0;0;0
"16/12234";16;"2009-03-12";"2009-03-19";"2009-03-25";"2009-03-25";"2009-03-26";7;6;0;1;14;1;0;0;8;0;0;0;0;0;0;0;0;0
"16/12235";16;"2009-03-12";"2009-03-19";"2009-03-25";"2009-03-25";"2009-03-26";7;6;0;1;14;1;1;0;8;0;0;0;0;0;0;0;0;0
"16/12236";16;"2009-03-12";"2009-03-26";"2009-04-22";"2009-05-06";"2009-05-07";14;27;14;1;56;1;1;0;5;0;0;0;0;0;0;0;0;0
"16/12254";16;"2009-03-16";"2009-03-19";"2009-05-06";"2009-06-17";"2009-06-19";3;48;42;2;95;1;1;0;5;0;0;0;0;0;0;0;0;0
"16/12255";16;"2009-03-16";"2009-03-19";"2009-03-24";"2009-05-13";"2009-05-14";3;5;50;1;59;1;0;0;5;0;0;0;0;0;0;0;0;0
"16/12256";16;"2009-03-16";"2009-03-19";"2009-04-30";"2009-06-17";"2009-06-18";3;42;48;1;94;1;0;0;2;1;0;0;0;0;0;0;0;0
"16/12257";16;"2009-03-16";"2009-03-19";"2009-03-25";"2009-05-06";"2009-05-07";3;6;42;1;52;1;1;0;5;0;0;0;0;0;0;0;0;0
"16/12258";16;"2009-03-16";"2009-03-19";"2009-04-24";"2009-05-27";"2009-05-28";3;36;33;1;73;1;0;0;2;1;0;0;0;0;0;0;0;0
"16/12273";16;"2009-03-17";"2009-03-19";"2009-03-25";"2009-04-22";"2009-04-23";2;6;28;1;37;1;1;0;2;0;0;0;0;0;0;0;0;0
"16/12278";16;"2009-03-17";"2009-03-20";"2009-05-06";"2009-06-17";"2009-06-18";3;47;42;1;93;1;0;0;13;0;0;0;0;0;0;0;0;0
"16/12279";16;"2009-03-17";"2009-03-19";"2009-05-27";"2009-05-27";"2009-05-28";2;69;0;1;72;1;0;0;1;0;0;0;0;0;0;0;0;0
"16/12310";16;"2009-03-18";"2009-03-19";"2009-03-25";"2009-05-20";"2009-05-28";1;6;56;8;71;1;0;0;13;0;0;0;0;0;0;0;0;0
"16/12319";16;"2009-03-18";"2009-03-26";"2009-06-17";"2009-06-17";"2009-06-18";8;83;0;1;92;1;0;0;13;0;0;0;0;0;0;0;0;0
"16/12320";16;"2009-03-18";"2009-03-26";"2009-07-01";"2009-07-01";"2009-07-02";8;97;0;1;106;1;1;0;13;0;0;0;0;0;0;0;0;0
"16/12400";16;"2009-03-24";"2009-03-27";"2009-05-04";"2009-05-27";"2009-05-29";3;38;23;2;66;1;1;0;13;0;0;0;0;0;0;0;0;0
"16/12409";16;"2009-03-24";"2009-03-26";"2009-05-27";"2009-05-27";"2009-05-29";2;62;0;2;66;1;0;0;10;0;0;0;0;0;0;0;0;0
"16/12410";16;"2009-03-24";"2009-03-27";"2009-04-15";"2009-05-27";"2009-05-29";3;19;42;2;66;1;1;0;13;0;0;0;0;0;0;0;0;0
"16/12413";16;"2009-03-24";"2009-03-26";"2009-05-04";"2009-05-13";"2009-05-14";2;39;9;1;51;1;0;0;10;0;0;0;0;0;0;0;0;0
"16/12427";16;"2009-03-25";"2009-03-26";"2009-05-13";"2009-05-13";"2009-05-14";1;48;0;1;50;1;0;0;13;0;0;0;0;0;0;0;0;0
"16/12428";16;"2009-03-25";"2009-03-26";"2009-04-22";"2009-05-26";"2009-05-28";1;27;34;2;64;1;1;0;13;0;0;0;0;0;0;0;0;0
"16/12585";16;"2009-04-08";"2009-04-23";"2009-05-06";"2009-06-17";"2009-06-19";15;13;42;2;72;1;1;0;3;0;0;0;0;0;0;0;0;0
"16/12586";16;"2009-04-08";"2009-04-23";"2009-06-17";"2009-06-17";"2009-06-18";15;55;0;1;71;1;0;0;13;0;0;0;0;0;0;0;0;0
"16/12587";16;"2009-04-08";"2009-05-14";"2009-05-27";"2009-05-27";"2009-05-28";36;13;0;1;50;1;1;0;1;0;0;0;0;0;0;0;0;0
"16/12588";16;"2009-04-08";"2009-04-23";"2009-05-06";"2009-05-13";"2009-05-14";15;13;7;1;36;1;1;0;5;0;0;0;0;0;0;0;0;0
"16/12589";16;"2009-04-08";"2009-04-23";"2009-05-06";"2009-05-06";"2009-05-14";15;13;0;8;36;1;1;0;5;0;0;0;0;0;0;0;0;0
"16/12590";16;"2009-04-08";"2009-04-23";"2009-05-06";"2009-05-07";"2009-05-14";15;13;1;7;36;1;1;0;3;0;0;0;0;0;0;0;0;0
"16/12591";16;"2009-04-08";"2009-04-23";"2009-06-17";"2009-06-17";"2009-06-18";15;55;0;1;71;1;0;0;13;0;0;0;0;0;0;0;0;0
"16/12592";16;"2009-04-08";"2009-04-23";"2009-05-13";"2009-05-13";"2009-05-14";15;20;0;1;36;1;0;0;13;0;0;0;0;0;0;0;0;0
"16/12593";16;"2009-04-08";"2009-04-23";"2009-05-06";"2009-05-13";"2009-05-14";15;13;7;1;36;1;0;0;3;0;0;0;0;0;0;0;0;0
"16/12594";16;"2009-04-08";"2009-04-23";"2009-05-06";"2009-05-07";"2009-05-14";15;13;1;7;36;1;1;0;3;0;0;0;0;0;0;0;0;0
"16/12595";16;"2009-04-08";"2009-04-23";"2009-05-06";"2009-05-06";"2009-05-07";15;13;0;1;29;1;0;0;8;0;0;0;0;0;0;0;0;0
"16/12596";16;"2009-04-08";"2009-04-23";"2009-05-06";"2009-06-17";"2009-06-19";15;13;42;2;72;1;0;0;2;0;0;0;0;0;0;0;0;0
"16/12597";16;"2009-04-08";"2009-04-23";"2009-05-27";"2009-06-17";"2009-06-18";15;34;21;1;71;1;0;0;3;0;0;0;0;0;0;0;0;0
"16/12662";16;"2009-04-21";"2009-04-24";"2009-05-06";"2009-05-27";"2009-05-28";3;12;21;1;37;1;0;0;12;0;0;0;0;0;0;0;0;0
"16/12783";16;"2009-04-27";"2009-05-06";"2009-06-17";"2009-07-01";"2009-07-02";9;42;14;1;66;1;0;0;5;0;0;0;0;0;0;0;0;0
"16/12784";16;"2009-04-27";"2009-05-07";"2009-05-27";"2009-06-17";"2009-06-18";10;20;21;1;52;1;0;0;12;0;0;0;0;0;0;0;0;0
"16/12785";16;"2009-04-27";"2009-05-07";"2009-06-17";"2009-06-17";"2009-06-19";10;41;0;2;53;1;0;0;7;0;0;0;0;0;0;0;0;0
"16/12786";16;"2009-04-27";"2009-05-07";"2009-06-17";"2009-06-17";"2009-06-19";10;41;0;2;53;1;1;0;7;0;0;0;0;0;0;0;0;0
"16/12787";16;"2009-04-27";"2009-05-07";"2009-06-17";"2009-06-17";"2009-06-19";10;41;0;2;53;1;0;0;7;0;0;0;0;0;0;0;0;0
"16/12788";16;"2009-04-27";"2009-05-07";"2009-06-17";"2009-06-17";"2009-06-19";10;41;0;2;53;1;0;0;7;0;0;0;0;0;0;0;0;0
"16/12789";16;"2009-04-27";"2009-05-07";"2009-05-13";"2009-05-27";"2009-05-28";10;6;14;1;31;1;0;0;7;0;0;0;0;0;0;0;0;0
"16/12811";16;"2009-04-29";"2009-05-14";"2009-06-15";"2009-06-17";"2009-06-18";15;32;2;1;50;1;1;0;13;0;0;0;0;0;0;0;0;0
"16/12813";16;"2009-04-29";"2009-05-14";"2009-06-15";"2009-06-23";"2009-07-02";15;32;8;9;64;1;0;0;13;0;0;0;0;0;0;0;0;0
"16/12814";16;"2009-04-29";"2009-05-14";"2009-05-27";"2009-07-01";"2009-07-03";15;13;35;2;65;1;0;0;13;0;0;0;0;0;0;0;0;0
"16/12850";16;"2009-05-05";"2009-05-06";"2009-06-17";"2009-06-17";"2009-06-18";1;42;0;1;44;1;0;0;12;0;0;0;0;0;0;0;0;0
"16/12851";16;"2009-05-05";"2009-05-06";"2009-05-13";"2009-06-17";"2009-06-19";1;7;35;2;45;1;0;0;5;0;0;0;0;0;0;0;0;0
"16/12853";16;"2009-05-05";"2009-05-07";"2009-05-13";"2009-05-13";"2009-05-14";2;6;0;1;9;0;0;0;7;0;0;0;0;0;0;0;0;0
"16/12854";16;"2009-05-05";"2009-05-07";"2009-05-13";"2009-05-13";"2009-05-14";2;6;0;1;9;1;1;0;3;0;0;0;0;0;0;0;0;0
"16/12855";16;"2009-05-05";"2009-05-07";"2009-05-13";"2009-06-17";"2009-06-19";2;6;35;2;45;1;1;0;2;1;0;0;0;0;0;0;0;0
"16/1288";16;"2006-04-21";"2006-05-19";"2006-06-29";"2006-09-27";"2006-10-19";28;41;90;22;181;1;1;0;8;0;0;0;0;0;0;0;0;0
"16/1289";16;"2006-04-21";"2006-05-19";"2006-06-29";"2006-09-27";"2006-10-19";28;41;90;22;181;1;1;0;8;0;0;0;0;0;0;0;0;0
"16/1290";16;"2006-04-21";"2006-05-11";"2006-05-17";"2006-05-30";"2006-06-01";20;6;13;2;41;1;1;0;1;0;0;0;0;0;0;0;0;0
"16/1291";16;"2006-04-21";"2006-06-22";"2006-09-27";"2006-11-29";"2006-12-14";62;97;63;15;237;1;1;0;10;0;0;0;0;0;0;0;0;0
"16/12924";16;"2009-05-08";"2009-05-14";"2009-05-27";"2009-06-17";"2009-06-19";6;13;21;2;42;1;1;0;3;0;0;0;0;0;0;0;0;0
"16/1293";16;"2006-04-21";"2006-05-11";"2006-05-31";"2006-05-31";"2006-06-01";20;20;0;1;41;1;0;0;2;0;0;0;0;0;0;0;0;0
"16/12983";16;"2009-05-12";"2009-05-13";"2009-06-17";"2009-06-17";"2009-06-18";1;35;0;1;37;1;0;0;12;0;0;0;0;0;0;0;0;0
"16/13000";16;"2009-05-28";"2009-06-19";"2009-07-01";"2009-07-01";"2009-07-02";22;12;0;1;35;1;0;0;5;1;0;0;0;0;0;0;0;0
"16/13105";16;"2009-05-22";"2009-05-27";"2009-05-27";"2009-05-27";"2009-05-28";5;0;0;1;6;1;1;0;3;0;0;0;0;0;0;0;0;0
"16/13106";16;"2009-05-22";"2009-05-28";"2009-06-17";"2009-07-01";"2009-07-03";6;20;14;2;42;1;1;0;5;0;0;0;0;0;0;0;0;0
"16/13108";16;"2009-05-22";"2009-05-28";"2009-06-17";"2009-07-01";"2009-07-03";6;20;14;2;42;1;1;0;1;0;0;0;0;0;0;0;0;0
"16/13109";16;"2009-05-22";"2009-05-28";"2009-06-17";"2009-07-01";"2009-07-03";6;20;14;2;42;1;0;0;1;0;0;0;0;0;0;0;0;0
"16/13110";16;"2009-05-22";"2009-05-28";"2009-06-17";"2009-06-17";"2009-06-18";6;20;0;1;27;1;1;0;7;0;0;0;0;0;0;0;0;0
"16/13112";16;"2009-05-22";"2009-05-28";"2009-06-17";"2009-06-17";"2009-06-18";6;20;0;1;27;1;1;0;6;1;0;0;0;0;0;0;0;0
"16/13115";16;"2009-05-22";"2009-05-28";"2009-06-17";"2009-06-17";"2009-06-18";6;20;0;1;27;1;1;0;6;1;0;0;0;0;0;0;0;0
"16/13123";16;"2009-05-25";"2009-05-28";"2009-06-17";"2009-07-01";"2009-07-03";3;20;14;2;39;1;0;0;3;0;0;0;0;0;0;0;0;0
"16/13124";16;"2009-05-25";"2009-05-28";"2009-06-17";"2009-07-01";"2009-07-03";3;20;14;2;39;1;0;0;3;0;0;0;0;0;0;0;0;0
"16/13156";16;"2009-05-26";"2009-05-28";"2009-06-19";"2009-07-01";"2009-07-03";2;22;12;2;38;1;1;0;5;1;0;0;0;0;0;0;0;0
"16/13157";16;"2009-05-26";"2009-05-28";"2009-06-17";"2009-06-17";"2009-06-19";2;20;0;2;24;1;0;0;3;0;0;0;0;0;0;0;0;0
"16/13158";16;"2009-05-26";"2009-05-28";"2009-06-17";"2009-06-17";"2009-06-18";2;20;0;1;23;1;1;0;6;1;0;0;0;0;0;0;0;0
"16/13159";16;"2009-05-26";"2009-05-28";"2009-06-17";"2009-06-17";"2009-06-18";2;20;0;1;23;1;0;0;1;0;0;0;0;0;0;0;0;0
"16/1335";16;"2006-04-26";"2006-05-11";"2006-05-17";"2006-06-28";"2006-06-29";15;6;42;1;64;1;0;0;5;0;0;0;0;0;0;0;0;0
"16/1336";16;"2006-04-26";"2006-05-11";"2006-05-17";"2006-05-17";"2006-05-19";15;6;0;2;23;1;0;0;5;1;0;0;0;0;0;0;0;0
"16/1346";16;"2006-04-26";"2006-05-11";"2006-05-31";"2006-05-31";"2006-06-01";15;20;0;1;36;1;1;0;6;1;0;0;0;0;0;0;0;0
"16/1364";16;"2006-05-02";"2006-05-11";"2006-05-31";"2006-05-31";"2006-06-01";9;20;0;1;30;1;1;0;3;0;0;0;0;0;0;0;0;0
"16/1365";16;"2006-05-02";"2006-05-11";"2006-05-17";"2006-05-31";"2006-06-01";9;6;14;1;30;1;1;0;1;0;0;0;0;0;0;0;0;0
"16/1368";16;"2006-05-03";"2006-06-01";"2006-09-20";"2006-10-13";"2006-10-19";29;111;23;6;169;1;1;0;10;0;0;0;0;0;0;0;0;0
"16/1371";16;"2006-05-04";"2006-06-01";"2006-06-28";"2007-01-30";"2007-02-01";28;27;216;2;273;1;1;0;10;1;0;0;0;0;0;0;0;0
"16/1372";16;"2006-05-04";"2006-06-01";"2006-06-28";"2007-01-30";"2007-02-01";28;27;216;2;273;1;1;0;10;1;0;0;0;0;0;0;0;0
"16/13927";16;"2009-08-21";"2009-08-26";"2009-08-26";"2009-09-03";"2009-09-08";5;0;8;5;18;1;0;1;13;0;0;0;0;0;0;0;0;0
"16/1406";16;"2006-05-09";"2006-05-11";"2006-05-17";"2006-05-31";"2006-06-01";2;6;14;1;23;1;0;0;12;0;0;0;0;0;0;0;0;0
"16/1408";16;"2006-05-09";"2006-05-11";"2006-05-17";"2006-06-28";"2006-06-29";2;6;42;1;51;0;1;0;6;1;0;0;0;0;0;0;0;0
"16/1409";16;"2006-05-09";"2006-05-11";"2006-05-17";"2006-05-18";"2006-06-01";2;6;1;14;23;1;1;0;5;0;0;0;0;0;0;0;0;0
"16/1410";16;"2006-05-09";"2006-05-11";"2006-05-11";"2006-05-31";"2006-06-01";2;0;20;1;23;1;1;0;2;0;0;0;0;0;0;0;0;0
"16/151";16;"2005-12-08";"2006-01-19";"2006-01-25";"2006-01-25";"2006-02-09";42;6;0;15;63;1;0;0;2;0;0;0;0;0;0;0;0;0
"16/152";16;"2005-12-08";"2006-01-19";"2006-01-25";"2006-01-25";"2006-02-09";42;6;0;15;63;1;0;0;2;0;0;0;0;0;0;0;0;0
"16/1611";16;"2006-05-26";"2006-06-01";"2006-06-28";"2006-06-28";"2006-06-29";6;27;0;1;34;1;1;0;1;0;0;0;0;0;0;0;0;0
"16/1612";16;"2006-05-26";"2006-06-01";"2006-06-28";"2006-06-28";"2006-06-29";6;27;0;1;34;1;1;0;1;0;0;0;0;0;0;0;0;0
"16/1619";16;"2006-05-29";"2006-06-01";"2006-06-28";"2006-06-28";"2006-06-29";3;27;0;1;31;1;1;0;5;0;0;0;0;0;0;0;0;0
"16/162";16;"2005-12-09";"2005-12-14";"2005-12-14";"2005-12-14";"2005-12-15";5;0;0;1;6;1;1;0;2;0;0;0;0;0;0;0;0;0
"16/1620";16;"2006-05-26";"2006-06-01";"2006-06-28";"2006-06-28";"2006-06-29";6;27;0;1;34;1;0;0;3;0;0;0;0;0;0;0;0;0
"16/1621";16;"2006-05-29";"2006-06-22";"2006-11-08";"2006-11-08";"2006-11-23";24;139;0;15;178;1;0;0;8;0;0;0;0;0;0;0;0;0
"16/1780";16;"2006-06-08";"2006-06-20";"2006-06-28";"2006-06-28";"2006-06-29";12;8;0;1;21;1;0;0;13;0;0;0;0;0;0;0;0;0
"16/1827";16;"2006-06-15";"2006-06-22";"2006-10-18";"2006-10-18";"2006-10-20";7;118;0;2;127;1;0;0;13;0;0;0;0;0;0;0;0;0
"16/1828";16;"2006-06-15";"2006-06-29";"2006-09-19";"2007-07-04";"2007-07-05";14;82;288;1;385;1;0;0;13;0;0;0;0;0;0;0;0;0
"16/1829";16;"2006-06-15";"2006-06-29";"2007-05-23";"2007-05-23";"2007-11-09";14;328;0;170;512;1;1;0;10;0;0;0;0;0;0;0;0;0
"16/1830";16;"2006-06-15";"2006-06-29";"2006-09-27";"2007-11-07";"2007-11-09";14;90;406;2;512;1;0;0;13;0;0;0;0;0;0;0;0;0
"16/1831";16;"2006-06-15";"2006-06-29";"2006-11-08";"2006-11-08";"2006-11-09";14;132;0;1;147;1;1;0;3;0;0;0;0;0;0;0;0;0
"16/1851";16;"2006-06-19";"2006-06-22";"2006-06-28";"2006-09-20";"2006-09-21";3;6;84;1;94;1;1;0;1;0;0;0;0;0;0;0;0;0
"16/1853";16;"2006-06-19";"2006-06-22";"2006-06-28";"2006-06-28";"2006-06-29";3;6;0;1;10;1;1;0;12;0;0;0;0;0;0;0;0;0
"16/1859";16;"2006-06-19";"2006-06-22";"2006-06-22";"2006-06-29";"2006-06-29";3;0;7;0;10;1;1;0;5;0;0;0;0;0;0;0;0;0
"16/1889";16;"2006-06-20";"2006-06-22";"2006-09-20";"2006-09-27";"2006-09-29";2;90;7;2;101;1;1;0;10;0;0;0;0;0;0;0;0;0
"16/1935";16;"2006-06-23";"2006-06-29";"2006-09-08";"2006-10-25";"2006-10-26";6;71;47;1;125;1;1;0;12;0;0;0;0;0;0;0;0;0
"16/1936";16;"2006-06-23";"2006-06-29";"2006-09-27";"2006-10-18";"2006-10-19";6;90;21;1;118;1;0;0;2;0;0;0;0;0;0;0;0;0
"16/1937";16;"2006-06-23";"2006-06-29";"2006-09-08";"2007-01-31";"2007-02-01";6;71;145;1;223;1;1;0;5;0;0;0;0;0;0;0;0;0
"16/1938";16;"2006-06-23";"2006-06-29";"2006-09-27";"2006-09-27";"2006-09-28";6;90;0;1;97;1;0;0;1;0;0;0;0;0;0;0;0;0
"16/1939";16;"2006-06-23";"2006-06-29";"2006-09-20";"2006-09-20";"2006-09-21";6;83;0;1;90;1;1;0;1;0;0;0;0;0;0;0;0;0
"16/194";16;"2005-12-13";"2005-12-15";"2005-12-16";"2006-02-15";"2006-02-17";2;1;61;2;66;1;0;0;2;1;0;0;0;0;0;0;0;0
"16/1940";16;"2006-06-23";"2006-06-29";"2006-10-18";"2006-10-26";"2006-11-09";6;111;8;14;139;1;0;0;6;1;0;0;0;0;0;0;0;0
"16/1945";16;"2006-06-22";"2006-09-07";"2006-10-18";"2006-10-24";"2006-10-26";77;41;6;2;126;1;0;0;1;0;0;0;0;0;0;0;0;0
"16/1993";16;"2006-06-28";"2006-09-21";"2006-11-29";"2007-03-20";"2007-03-22";85;69;111;2;267;1;0;0;13;0;0;0;0;0;0;0;0;0
"16/2227";16;"2006-07-13";"2006-09-21";"2006-11-08";"2006-11-08";"2006-11-23";70;48;0;15;133;1;0;0;2;0;0;0;0;0;0;0;0;0
"16/2254";16;"2006-07-18";"2006-09-21";"2006-09-27";"2006-09-27";"2006-09-28";65;6;0;1;72;1;1;0;5;0;0;0;0;0;0;0;0;0
"16/2255";16;"2006-07-18";"2006-09-21";"2006-09-27";"2006-09-27";"2006-09-28";65;6;0;1;72;1;0;0;3;0;0;0;0;0;0;0;0;0
"16/2256";16;"2006-07-18";"2006-09-21";"2006-09-27";"2006-09-28";"2006-10-19";65;6;1;21;93;1;0;0;3;0;0;0;0;0;0;0;0;0
"16/2292";16;"2006-07-21";"2006-09-21";"2006-10-18";"2006-11-08";"2006-11-09";62;27;21;1;111;1;1;0;6;1;0;0;0;0;0;0;0;0
"16/2293";16;"2006-07-21";"2006-10-19";"2006-10-25";"2006-10-25";"2006-10-26";90;6;0;1;97;1;1;0;8;0;0;0;0;0;0;0;0;0
"16/2300";16;"2006-08-11";"2006-09-08";"2006-09-27";"2006-11-17";"2006-11-24";28;19;51;7;105;1;0;0;5;1;0;0;0;0;0;0;0;0
"16/240";16;"2005-12-14";"2006-01-19";"2006-02-08";"2006-04-05";"2006-04-07";36;20;56;2;114;0;0;0;1;0;0;0;0;0;0;0;0;0
"16/2452";16;"2006-08-25";"2006-09-21";"2006-10-25";"2006-10-25";"2006-10-26";27;34;0;1;62;1;0;0;13;0;0;0;0;0;0;0;0;0
"16/2453";16;"2006-08-25";"2006-09-21";"2006-10-18";"2006-10-18";"2006-10-19";27;27;0;1;55;1;1;0;12;0;0;0;0;0;0;0;0;0
